ID,UserID,Origin,Destination,Time,Income,Comment,Created_at,Label,Time_Bucket,High_Income_Short_Ride,Duration_Category,Income_Per_Minute,Income_Capped,Income_Log
1003636,1004253,863,583,46,960000," سفر با این راننده صرفهجویی در زمان بود
",2024-04-14 13:55:40.619364,0,Long,0,Medium,20869.565217391304,960000.0,13.774689605110144
1004964,1003024,608,617,24,540000," این راننده از مهارت رانندگی بالا برخوردار بود
",2024-04-15 08:07:56.414998,0,Medium,0,Short,22500.0,540000.0,13.199326270390594
1003930,1001200,1019,1018,28,610000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-14 16:08:11.793144,0,Medium,0,Short,21785.714285714286,610000.0,13.321215875492413
1005319,1000547,612,609,10,610000,"راننده  حتی کمک کردند که چند تا کیف سنگین را تا در ببرم
",2024-04-15 10:41:25.008424,0,Short,0,Very Short,61000.0,610000.0,13.321215875492413
1000531,1001219,844,602,9,440000,"راننده بسیار بهموقع رسید
",2024-04-13 05:54:56.159476,0,Short,0,Very Short,48888.88888888889,440000.0,12.994532278619134
1005889,1001958,1018,1019,30,490000," واقعاً سرویس خوبی بود
",2024-04-15 14:59:25.653673,0,Medium,0,Short,16333.333333333334,490000.0,13.102162710901053
1002936,1003904,845,839,20,690000,"از اینکه چقدر راننده به خوبی توی ترافیک مدیریت کرد تعجب کردم
",2024-04-14 08:34:02.613341,0,Medium,0,Short,34500.0,690000.0,13.444448325847754
1005178,1002444,852,839,20,570000," واقعاً مهارت داشتند!
",2024-04-15 09:39:24.617863,0,Medium,0,Short,28500.0,570000.0,13.25339339419516
1001902,1003332,622,622,3,180000,"این راننده ماشین ترتمیزی داشت! 
",2024-04-13 17:57:51.958035,0,Short,0,Very Short,60000.0,180000.0,12.100717685412471
1008105,1004222,593,593,9,240000,"تجربه لذتبخش بود
",2024-04-16 15:24:18.479072,0,Short,0,Very Short,26666.666666666668,240000.0,12.388398368982115
1003867,1002425,839,862,15,440000,"راننده خیلی کمک کردند به من
",2024-04-14 15:33:38.202743,0,Short,0,Short,29333.333333333332,440000.0,12.994532278619134
1006814,1001204,846,617,13,490000,"راننده حتی به من نکات خوبی درباره رستورانهای محلی گفتن
",2024-04-16 05:54:12.239642,0,Short,0,Short,37692.307692307695,490000.0,13.102162710901053
1004084,1003645,846,603,15,490000,"با این راننده کاملاً احساس امنیت کردم 
",2024-04-14 18:13:28.883622,0,Short,0,Short,32666.666666666668,490000.0,13.102162710901053
1003860,1004294,1019,1019,14,370000,"با دقت رانندگی میکردند و خیلی مواظب بودند
",2024-04-14 15:32:06.980870,0,Short,0,Short,26428.571428571428,370000.0,12.821260987319457
1005269,1003669,861,586,23,790000,"این بهترین تجربه تاکسی آنلاینی بود که داشتم
",2024-04-15 10:21:03.107217,0,Medium,0,Short,34347.82608695652,790000.0,13.579789490265188
1006003,1003929,601,603,29,1020000," راننده دوستانه برخورد کرد
",2024-04-15 16:07:23.200316,0,Medium,0,Short,35172.41379310345,1020000.0,13.83531416565213
1006509,1003587,635,617,34,970000,"راننده بسیار بیادب بود و حتی وقتی وارد ماشین شدم بی ادبی کرد
",2024-04-16 03:29:13.962432,0,Medium,0,Medium,28529.41176470588,970000.0,13.785052381406869
1007036,1002416,611,840,33,790000,"خیلی ناراضی بودم
",2024-04-16 07:37:47.371173,0,Medium,0,Medium,23939.39393939394,790000.0,13.579789490265188
1001079,1002127,1019,1019,9,310000,"راننده دیر رسیده بود و حتی ببخشید هم نگفت
",2024-04-13 10:25:45.818746,0,Short,0,Very Short,34444.444444444445,310000.0,12.644330802262578
1005069,1004489,1018,856,28,1270000,"ماشین خیلی خراب بود!
",2024-04-15 08:57:56.681127,0,Medium,0,Short,45357.142857142855,1270000.0,14.054528245836039
1007771,1001387,613,595,17,990000," به نظر میرسید که حداقل ماشینش دو ماه بود که تمیز نشده
",2024-04-16 12:45:30.853268,0,Medium,0,Short,58235.294117647056,990000.0,13.805461232211272
1006782,1003645,593,845,23,690000," راننده حین سفر سیگار میکشید
",2024-04-16 05:42:48.205767,0,Medium,0,Short,30000.0,690000.0,13.444448325847754
1005106,1001194,589,602,25,720000," ماشینش بوی بدی میداد
",2024-04-15 09:09:58.200198,0,Medium,0,Short,28800.0,720000.0,13.487007879880162
1005180,1000446,608,610,18,570000," ماشین شدیدا بوی بنزین میداد
",2024-04-15 09:40:14.537393,0,Medium,0,Short,31666.666666666668,570000.0,13.25339339419516
1004874,1004391,866,842,17,510000,"راننده مسیر رو گم کرد
",2024-04-15 07:17:09.800105,0,Medium,0,Short,30000.0,510000.0,13.1421679654829
1007403,1001745,581,582,16,580000,"راننده مدام با تلفن صحبت میکرد
",2024-04-16 10:23:38.920725,0,Medium,0,Short,36250.0,580000.0,13.270785106659046
1005802,1002325,613,579,31,1460000,"راننده به خیابان اصلا توجه نمیکرد
",2024-04-15 14:12:26.969989,0,Medium,0,Medium,47096.77419354839,1460000.0,14.19394767861579
1002121,1001430,629,619,22,800000,"با این راننده احساس امنیت نداشتم
",2024-04-14 00:53:46.527263,0,Medium,0,Short,36363.63636363636,800000.0,13.592368256649284
1000705,1001599,593,846,13,480000," با سرعت بالا و بیدقت رانندگی میکرد
",2024-04-13 07:12:33.458106,0,Short,0,Short,36923.07692307692,480000.0,13.081543466215237
1007094,1003982,629,629,11,300000,"این بدترین تجربه تاکسی آنلاینی بود که داشتم
",2024-04-16 08:08:59.376521,0,Short,0,Short,27272.727272727272,300000.0,12.611541086966115
1000146,1003589,1045,1017,57,1900000," راننده غیرحرفهای بود و ماشین در وضعیت وحشتناکی بود
",2024-04-13 02:24:44.134393,0,Long,0,Medium,33333.333333333336,1630000.0,14.45736497045232
1004031,1001141,845,1056,68,2180000,"راننده خوبی بود مرا به موقع به مقصدم رساند، اما کاری ویژه انجام نداد
",2024-04-14 17:24:20.515107,0,Long,0,Long,32058.823529411766,1630000.0,14.594835893480763
1007390,1004198,1018,1018,5,200000,"راننده به وظیفه ش عمل کرد
",2024-04-16 10:19:41.157097,0,Short,0,Very Short,40000.0,200000.0,12.206077645517674
1002528,1000107,858,580,32,1190000," هیچ شکایتی ندارم، اما هیچ نظر مثبتی هم ندارم
",2024-04-14 05:29:47.619085,0,Medium,0,Medium,37187.5,1190000.0,13.989464705423494
1001524,1000631,856,867,19,690000," نظر خاصی ندارم
",2024-04-13 13:52:40.803385,0,Medium,0,Short,36315.78947368421,690000.0,13.444448325847754
1004548,1004506,846,854,62,1670000," دیر رسید
",2024-04-15 04:35:21.704410,0,Long,0,Long,26935.483870967742,1630000.0,14.328334783195153
1006643,1000680,623,631,15,400000," ماشین خراب بود
",2024-04-16 04:41:03.565581,0,Short,0,Short,26666.666666666668,400000.0,12.899222326086994
1006155,1003593,584,593,60,1540000," وسط راه ماشینش خراب شد
",2024-04-15 17:55:40.606894,0,Long,0,Medium,25666.666666666668,1540000.0,14.24729362374025
1000924,1003686,610,634,63,1920000," در طول مسیر برا بنزین ایستادن
",2024-04-13 09:07:26.733092,0,Long,0,Long,30476.190476190477,1630000.0,14.467836264837162
1001615,1003076,629,848,8,290000," خیلی با سرعت میرفت
",2024-04-13 14:43:35.766848,0,Short,0,Very Short,36250.0,290000.0,12.577639650232573
1007564,1000955,602,867,32,1090000," راننده بوی عرق میداد
",2024-04-16 11:28:56.903311,0,Medium,0,Medium,34062.5,1090000.0,13.901689171636098
1000558,1003541,633,858,45,1940000," کولر روشن نکرد
",2024-04-13 06:00:14.701749,0,Medium,0,Medium,43111.11111111111,1630000.0,14.478199046503295
1001995,1002093,587,853,24,880000," هوا گرم بود و کولر نزد
",2024-04-13 19:35:11.657482,0,Medium,0,Short,36666.666666666664,880000.0,13.68767832281738
1002534,1004148,589,838,14,580000," ازش خواستم در صندوق رو باز کنند ولی قبول نکردند
",2024-04-14 05:31:19.228405,0,Short,0,Short,41428.57142857143,580000.0,13.270785106659046
1000869,1000296,618,630,20,720000,"ماشین تمیز بود و راننده مودب
",2024-04-13 08:43:54.745201,0,Medium,0,Short,36000.0,720000.0,13.487007879880162
1007483,1003504,1082,836,19,500000," سفر تاکسی آنلاین استانداردی بود
",2024-04-16 10:58:29.065883,0,Medium,0,Short,26315.78947368421,500000.0,13.122365377402328
1006340,1002469,589,836,52,1920000," راننده بیادبی بود
",2024-04-15 21:15:03.264061,0,Long,0,Medium,36923.07692307692,1630000.0,14.467836264837162
1004409,1001030,848,589,30,1250000," مسیری که راننده انتخاب کرد باعث تأخیر زیادی شد و تجربهی منفی ایجاد کرد
",2024-04-15 03:36:51.543276,0,Medium,0,Short,41666.666666666664,1250000.0,14.038654909278163
1003909,1003610,620,614,9,330000," از آنکه ماشین بسیار خراب بود و  تمیز نبود انتقاد دارم
",2024-04-14 15:57:45.301538,0,Short,0,Very Short,36666.666666666664,330000.0,12.706850963741102
1000186,1004058,843,846,29,1230000," راننده به خوبی مسیر را بست و باعث ایجاد ترافیک شد
",2024-04-13 02:56:59.842997,0,Medium,0,Short,42413.793103448275,1230000.0,14.0225255403564
1003490,1001454,850,617,13,570000," برخلاف انتظارم، راننده دقت و توجهی ب مسیر نداشت
",2024-04-14 12:48:34.047819,0,Short,0,Short,43846.153846153844,570000.0,13.25339339419516
1007609,1004554,634,634,2,180000,"کل مسیر میترسیدم تصادف کنیم
",2024-04-16 11:48:20.030126,0,Short,0,Very Short,90000.0,180000.0,12.100717685412471
1006624,1002304,1019,1019,5,220000," این راننده به موقع نرسیده بود و موجب دیر رسیدن من به مقصد شد
",2024-04-16 04:32:36.547697,0,Short,0,Very Short,44000.0,220000.0,12.301387370778713
1007089,1002691,839,582,32,730000," راننده بهوضوح توجهی به مسیری که طی میشد نداشت و وارد خیابان اشتباه شد
",2024-04-16 08:08:29.336744,0,Medium,0,Medium,22812.5,730000.0,13.500801182986649
1006074,1002528,846,593,11,320000," از سفر ناراضی شدم
",2024-04-15 16:57:59.167578,0,Short,0,Short,29090.909090909092,320000.0,12.676079399771027
1001758,1003341,594,594,4,200000," راننده خیلی سریع رانندگی میکرد و من را به وحشت انداخت
",2024-04-13 16:03:08.057594,0,Short,0,Very Short,50000.0,200000.0,12.206077645517674
1005699,1002330,589,1062,60,1290000," راننده بیمسئولیت بود
",2024-04-15 13:20:22.566936,0,Long,0,Medium,21500.0,1290000.0,14.070153551531353
1004424,1002112,587,589,25,1320000," این تجربه تاکسی به هیچ عنوان قابل قبول نبود
",2024-04-15 03:42:00.332943,0,Medium,0,Short,52800.0,1320000.0,14.093143052138025
1007097,1002150,618,618,3,210000," راننده بیحوصله بود
",2024-04-16 08:13:08.983677,0,Short,0,Very Short,70000.0,210000.0,12.25486757159303
1006696,1003921,593,593,5,230000," راننده بیدقت بود
",2024-04-16 05:03:12.607671,1,Short,0,Very Short,46000.0,230000.0,12.345838935721968
1005504,1001221,589,612,27,1010000,"از ماشین ناراضی هستم
",2024-04-15 11:57:59.819402,0,Medium,0,Short,37407.40740740741,1010000.0,13.825461878915961
1000293,1001034,846,591,20,970000,"راننده هیچ توجهی به تمیز کردن ماشین نداشت
",2024-04-13 03:54:42.212726,0,Medium,0,Short,48500.0,970000.0,13.785052381406869
1000561,1000630,839,862,21,780000," راننده اصلاً  قابل اطمینان نبود
",2024-04-13 06:01:35.083730,0,Medium,0,Short,37142.857142857145,780000.0,13.567050480716235
1000574,1001681,845,601,12,460000,"راننده کولر نزد
",2024-04-13 06:11:33.387640,0,Short,0,Short,38333.333333333336,460000.0,13.038983942375959
1006244,1002601,631,631,11,310000,"راننده خیلی تند رانندگی میکرد
",2024-04-15 19:21:25.087780,0,Short,0,Short,28181.81818181818,310000.0,12.644330802262578
1002864,1003848,617,611,27,850000,"راننده جلوی همه میپیچید
",2024-04-14 07:59:20.620179,0,Medium,0,Short,31481.48148148148,850000.0,13.652992804936396
1002133,1001690,846,594,8,280000,"ماشین با کلاسی داشت!
",2024-04-14 01:37:43.345323,0,Short,0,Very Short,35000.0,280000.0,12.54254845357358
1007573,1000200,602,595,16,800000," راننده بهگونهای بیتوجه و غیرحرفهای رفتار کرد که روزم رو خراب کرد
",2024-04-16 11:35:24.865524,1,Medium,0,Short,50000.0,800000.0,13.592368256649284
1002863,1003348,631,1108,44,1090000," از عدم توجه راننده به راهنماییهای من برای مقصدم ناراضی شدم
",2024-04-14 08:00:16.062544,0,Medium,0,Medium,24772.727272727272,1090000.0,13.901689171636098
1002661,1001527,587,592,15,480000," این راننده موجب تأخیرم شد
",2024-04-14 06:23:45.805848,0,Short,0,Short,32000.0,480000.0,13.081543466215237
1002680,1000897,844,631,31,900000," راننده آنقدر با شتاب رانندگی میکرد که وحشت کردم
",2024-04-14 06:34:30.207558,0,Medium,0,Medium,29032.25806451613,900000.0,13.710151153416941
1002514,1004409,852,589,35,1160000," از مسیریابی نادرستش ناراضی بودم
",2024-04-14 05:23:13.198776,0,Medium,0,Medium,33142.857142857145,1160000.0,13.963931425151141
1001816,1000486,584,579,31,1030000," راننده برخی از قوانین رانندگی را نادیده گرفت
",2024-04-13 16:41:25.372238,0,Medium,0,Medium,33225.8064516129,1030000.0,13.845070331079134
1002398,1002282,853,1018,18,460000," از بی احترامی رانندهدر طی سفر ناراضی بودم
",2024-04-14 04:38:12.295645,0,Medium,0,Short,25555.555555555555,460000.0,13.038983942375959
1003817,1004324,608,610,12,370000,"این تجربه به هیچ وجه قابل قبول نبود راننده بیحوصله بود
",2024-04-14 15:10:35.893716,0,Short,0,Short,30833.333333333332,370000.0,12.821260987319457
1001053,1003162,848,1030,58,1450000,"از بیدقتی راننده احساس ناامنی کردم
",2024-04-13 10:20:00.796251,0,Long,0,Medium,25000.0,1450000.0,14.187074804051692
1001110,1003105,1018,1067,80,2630000,"این سفر به هیچ وجه به قابل قبول نبود
",2024-04-13 10:37:47.218551,0,Long,0,Long,32875.0,1630000.0,14.782494784382012
1003983,1003078,847,583,37,1060000,"راننده تا حدی بیحوصله بود که بهم برخورد
",2024-04-14 16:38:33.524404,0,Medium,0,Medium,28648.64864864865,1060000.0,13.87378040948403
1004268,1000378,1018,619,32,960000,"از عدم توجه راننده به برخی از اصول اساسی رانندگی ناامید شدم
",2024-04-15 01:59:34.461580,0,Medium,0,Medium,30000.0,960000.0,13.774689605110144
1001598,1001446,1029,1030,23,390000,"راننده به اندازه کافی آمادگی رانندگی نداشت
",2024-04-13 14:32:34.839050,0,Medium,0,Short,16956.521739130436,390000.0,12.873904582205107
1000480,1000731,594,594,3,200000,"اهنگ پلی کرد!
",2024-04-13 05:28:40.556440,0,Short,0,Very Short,66666.66666666667,200000.0,12.206077645517674
1003832,1000864,602,602,7,360000,"در ماشین کتاب بود!
",2024-04-14 15:18:01.165587,0,Short,0,Very Short,51428.57142857143,360000.0,12.793862088206213
1000993,1002488,629,629,5,220000,"کتاب برای مطالعه داشتند
",2024-04-13 09:48:18.332424,0,Short,0,Very Short,44000.0,220000.0,12.301387370778713
1008482,1001963,1017,1017,12,410000,"در خودروی ایشان برای مسافران کتاب جهت مطالعه وجود داشت
",2024-04-16 20:17:27.321311,0,Short,0,Short,34166.666666666664,410000.0,12.923914877701906
1001602,1004580,1019,1019,5,180000,"راننده پرخاشگر بود
",2024-04-13 14:35:56.784158,0,Short,0,Very Short,36000.0,180000.0,12.100717685412471
1007776,1004188,1045,1045,13,420000,"صدای آهنگ بلند بود و سردرد گرفتم
",2024-04-16 12:48:30.895963,0,Short,0,Short,32307.69230769231,420000.0,12.948012371209098
1004589,1002052,602,845,5,290000,"وسیله ام در خودرو جا ماند و به دستم رساندند
",2024-04-15 04:57:10.427284,1,Short,0,Very Short,58000.0,290000.0,12.577639650232573
1008216,1001737,631,858,19,600000,"خوش برخورد بودند
",2024-04-16 16:19:07.075433,0,Medium,0,Short,31578.947368421053,600000.0,13.304686600863562
1002748,1003547,593,635,22,880000,"از کمربند ایمنی استفاده نکرده بودند
",2024-04-14 07:09:37.470357,0,Medium,0,Short,40000.0,880000.0,13.68767832281738
1006612,1001255,603,601,17,740000,"در حال سیگار کشیدن بودند
",2024-04-16 04:26:33.034954,0,Medium,0,Short,43529.41176470588,740000.0,13.51440681653079
1000680,1003847,593,864,29,850000,"کوار روشن کردند
",2024-04-13 07:03:08.557377,0,Medium,0,Short,29310.344827586207,850000.0,13.652992804936396
1004527,1004039,587,843,26,940000,"خودروی تمیزی داشتند
",2024-04-15 04:21:55.397683,0,Medium,0,Short,36153.846153846156,940000.0,13.753636218075409
1001473,1004043,586,588,18,590000,"مسیریابی عالی
",2024-04-13 13:26:28.694825,0,Medium,0,Short,32777.77777777778,590000.0,13.28787951079572
1000281,1002613,1018,1082,22,900000,"فوق العاده بود
",2024-04-13 03:49:59.093020,0,Medium,0,Short,40909.09090909091,900000.0,13.710151153416941
1003588,1000530,601,858,43,1540000,"مهارت رانندگی خانم راننده عالی بود
",2024-04-14 13:35:09.826493,0,Medium,0,Medium,35813.95348837209,1540000.0,14.24729362374025
1000537,1000183,856,623,37,1060000,"برای من مزاحمت ایجاد کردند
",2024-04-13 05:57:39.446183,0,Medium,0,Medium,28648.64864864865,1060000.0,13.87378040948403
1004028,1001276,601,619,28,1240000,"باقی پول را پس ندادند
",2024-04-14 17:21:34.692570,0,Medium,0,Short,44285.71428571428,1240000.0,14.030622744032508
1003228,1004376,850,850,1,190000,"بسیار کند رانندگی میکردند
",2024-04-14 10:58:41.018773,0,Short,0,Very Short,190000.0,190000.0,12.154784614286667
1006771,1001619,612,1019,44,1040000,"مسیر اشتباهی رفتند
",2024-04-16 05:37:15.976704,0,Medium,0,Medium,23636.363636363636,1040000.0,13.854732232655556
1007030,1001542,850,845,33,1160000," راننده بدون کنترل رانندگی میکرد و حس امنیت را از من گرفت
",2024-04-16 07:34:38.317749,0,Medium,0,Medium,35151.51515151515,1160000.0,13.963931425151141
1003611,1001444,845,602,17,670000," رفتار نامناسب راننده باعث شد که سفر به یک تجربه ناخوشایند تبدیل شود
",2024-04-14 13:41:35.332708,0,Medium,0,Short,39411.76470588235,670000.0,13.415034483903348
1007280,1004333,858,858,3,250000," راننده در حین رانندگی مدام با تلفن همراه خود صحبت میکرد که مزاحم بود
",2024-04-16 09:23:40.805255,0,Short,0,Very Short,83333.33333333333,250000.0,12.429220196836383
1006916,1004587,630,1018,19,440000,"احساس ناامنی در طول سفر به دلیل رانندگی بسیار تند راننده بود
",2024-04-16 06:37:10.305847,0,Medium,0,Short,23157.894736842107,440000.0,12.994532278619134
1003884,1004602,623,630,18,600000," من به طور جدی نگران ایمنی خود در طول سفر بودم به دلیل رانندگی پرخطر راننده
",2024-04-14 15:37:38.555730,0,Medium,0,Short,33333.333333333336,600000.0,13.304686600863562
1004537,1003945,587,845,20,870000," رانندگی بسیار پرسرعت راننده باعث شد که احساس راحتی نداشته باشم
",2024-04-15 04:30:46.176859,0,Medium,0,Short,43500.0,870000.0,13.676249640055394
1007306,1001273,586,595,17,620000," رانندگی خطرناک راننده باعث شد که بترسم
",2024-04-16 09:38:23.251687,0,Medium,0,Short,36470.58823529412,620000.0,13.3374763699232
1005049,1003655,863,1070,48,1310000," راننده به طور مداوم قوانین راهنمایی و رانندگی را زیر پا میگذاشت
",2024-04-15 08:47:11.667527,0,Long,0,Medium,27291.666666666668,1310000.0,14.085538458535822
1007798,1004060,619,586,31,730000," بیتوجهی راننده به ایمنی مسافران باعث شد که سفر به کابوس تبدیل شود
",2024-04-16 13:01:10.389203,0,Medium,0,Medium,23548.387096774193,730000.0,13.500801182986649
1003029,1003661,602,581,21,800000," رانندگی نامطمئن راننده باعث شد که به شدت استرس بگیرم
",2024-04-14 09:30:09.883512,0,Medium,0,Short,38095.23809523809,800000.0,13.592368256649284
1000260,1000613,602,630,20,1110000," من در طول سفر به دلیل رانندگی ناایمن راننده احساس ناراحتی میکردم
",2024-04-13 03:39:38.235940,0,Medium,0,Short,55500.0,1110000.0,13.919871474189012
1005258,1000661,617,586,37,770000," رانندگی بسیار تند راننده باعث ایجاد ترس در من شد
",2024-04-15 10:17:29.826057,0,Medium,0,Medium,20810.81081081081,770000.0,13.554147092530322
1006754,1003000,587,840,31,840000," رفتار نامناسب راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-16 05:29:18.588683,0,Medium,0,Medium,27096.774193548386,840000.0,13.641158361294979
